player_id,player_name,team_id,team_name,competition_id,season_id,role,minutes,metric,latent_dimension,raw_metric_value,selected_normalization,normalized_metric_value,oriented_metric_score,percentile_rank,role_benchmark_band,direction
139572,Amine El Ouaad,2839,Ittihad Tanger,1229,318,GK,2078.9502,p_pass_length,GK_D2,44.99650955200195,percentile_rank,75.0,75.0,75.0,Average,higher_is_better
139011,Ahmed Reda Tagnaouti,2838,FAR Rabat,1229,318,GK,1502.3833,p_pass_length,GK_D2,41.965476989746094,percentile_rank,50.0,50.0,50.0,Average,higher_is_better
36951,Babacar Niasse,2365,Difaâ El Jadida,1229,318,GK,2050.4001,p_pass_length,GK_D2,43.091209411621094,percentile_rank,66.66666666666666,66.66666666666666,66.66666666666666,Average,higher_is_better
138972,Mahdi Benabid,6994,Wydad Casablanca,1229,318,GK,2228.7834,p_pass_length,GK_D2,42.91941452026367,percentile_rank,58.333333333333336,58.333333333333336,58.333333333333336,Average,higher_is_better
362445,Badreddine Abyir,6992,Hassania Agadir,1229,318,GK,2208.4167,p_pass_length,GK_D2,48.846031188964844,percentile_rank,83.33333333333334,83.33333333333334,83.33333333333334,Good,higher_is_better
523287,Ismail Sayad,36100,US Yacoub El Mansour,1229,318,GK,1163.6832,p_pass_length,GK_D2,38.10472869873047,percentile_rank,16.666666666666664,16.666666666666664,16.666666666666664,Poor,higher_is_better
522350,Mohamed Jemjami,36099,KAC Marrakech,1229,318,GK,1812.0667,p_pass_length,GK_D2,50.3466682434082,percentile_rank,100.0,100.0,100.0,Excellent,higher_is_better
138950,Mehdi Harrar,2349,Raja Casablanca,1229,318,GK,2133.3833,p_pass_length,GK_D2,36.24393081665039,percentile_rank,8.333333333333332,8.333333333333332,8.333333333333332,Very Poor,higher_is_better
317852,Abderahmane El Houasli,11935,UTS Rabat,1229,318,GK,1286.4167,average_x_defensive_action,GK_D3,2.6030953,percentile_rank,25.0,25.0,25.0,Poor,higher_is_better
477675,Mohamed Idar,2889,Olympique Dcheïra,1229,318,GK,2196.5332,average_x_defensive_action,GK_D3,2.9046917,percentile_rank,50.0,50.0,50.0,Average,higher_is_better
