role_family,metric,normalization_method,normalized_skewness,normalized_kurtosis,normalized_outlier_pct,normalization_quality_score,experiment_008_status
CB,ball_recoveries_90,quantile_transform,6.190222170836925e-11,5.487249497425395,8.0,3.1436247487746,not_recalibrated_full_population_unavailable
CB,ball_recoveries_90,winsorized_z_score,-0.1421319007343779,-0.9916678926258112,0.0,0.6379658470472834,not_recalibrated_full_population_unavailable
CB,blocks_per_shot,z_score,-0.1785985367860876,-0.666358633091328,0.0,0.5117778533317516,not_recalibrated_full_population_unavailable
CB,blocks_per_shot,robust_z_score,-0.1785985367860877,-0.6663586330913298,0.0,0.5117778533317526,not_recalibrated_full_population_unavailable
CB,blocks_per_shot,percentile_rank,-2.863755890106429e-16,-1.2000000000000002,0.0,0.6000000000000004,not_recalibrated_full_population_unavailable
CB,blocks_per_shot,min_max,-0.1785985367860864,-0.6663586330913294,0.0,0.5117778533317512,not_recalibrated_full_population_unavailable
CB,blocks_per_shot,log_transform,-0.2139621092759445,-0.6263535700611635,0.0,0.5271388943065263,not_recalibrated_full_population_unavailable
CB,blocks_per_shot,quantile_transform,6.190134770443273e-11,5.487249497425395,8.0,3.1436247487745987,not_recalibrated_full_population_unavailable
CB,blocks_per_shot,winsorized_z_score,0.0386679002499256,-1.1533244349367102,0.0,0.6153301177182807,not_recalibrated_full_population_unavailable
CB,clearance_90,z_score,0.4274878928270706,-0.6194163105661548,0.0,0.737196048110148,not_recalibrated_full_population_unavailable
CB,clearance_90,robust_z_score,0.4274878928270707,-0.6194163105661539,0.0,0.7371960481101476,not_recalibrated_full_population_unavailable
CB,clearance_90,percentile_rank,-1.7552052229684566e-16,-1.2000000000000006,0.0,0.6000000000000005,not_recalibrated_full_population_unavailable
CB,clearance_90,min_max,0.4274878928270704,-0.6194163105661548,0.0,0.7371960481101478,not_recalibrated_full_population_unavailable
CB,clearance_90,log_transform,-0.2469790046348988,-1.1160284794419244,0.0,0.804993244355861,not_recalibrated_full_population_unavailable
CB,clearance_90,quantile_transform,6.190036965961989e-11,5.487249497425362,8.0,3.143624748774581,not_recalibrated_full_population_unavailable
CB,clearance_90,winsorized_z_score,0.2311202309460733,-1.127660901702419,0.0,0.7949506817972829,not_recalibrated_full_population_unavailable
CB,interceptions_90,z_score,0.9670335115091484,0.7855137269087304,0.0,1.3597903749635136,not_recalibrated_full_population_unavailable
CB,interceptions_90,robust_z_score,0.9670335115091488,0.7855137269087331,0.0,1.3597903749635154,not_recalibrated_full_population_unavailable
CB,interceptions_90,percentile_rank,-1.946218510665408e-16,-1.2000000000000006,0.0,0.6000000000000005,not_recalibrated_full_population_unavailable
CB,interceptions_90,min_max,0.9670335115091484,0.7855137269087313,0.0,1.359790374963514,not_recalibrated_full_population_unavailable
CB,interceptions_90,log_transform,0.4592582719342175,-0.214280844737789,0.0,0.5663986943031121,not_recalibrated_full_population_unavailable
CB,interceptions_90,quantile_transform,6.190100089772619e-11,5.487249497425394,8.0,3.143624748774598,not_recalibrated_full_population_unavailable
CB,interceptions_90,winsorized_z_score,0.817386721178582,0.1826112909920674,0.0,0.9086923666746156,not_recalibrated_full_population_unavailable
CB,obv_defensive_action_90,z_score,0.1330694816705701,0.4718012414963795,8.0,0.7689701024187598,not_recalibrated_full_population_unavailable
CB,obv_defensive_action_90,robust_z_score,0.1330694816705701,0.471801241496379,8.0,0.7689701024187596,not_recalibrated_full_population_unavailable
CB,obv_defensive_action_90,percentile_rank,-1.9707567415786187e-16,-1.1999999999999993,0.0,0.5999999999999999,not_recalibrated_full_population_unavailable
CB,obv_defensive_action_90,min_max,0.1330694816705692,0.4718012414963777,8.0,0.7689701024187582,not_recalibrated_full_population_unavailable
CB,obv_defensive_action_90,log_transform,-0.0531993125644511,0.5238899704861173,8.0,0.7151442978075098,not_recalibrated_full_population_unavailable
CB,obv_defensive_action_90,quantile_transform,6.190021443123867e-11,5.487249497425401,8.0,3.1436247487746005,not_recalibrated_full_population_unavailable
CB,obv_defensive_action_90,winsorized_z_score,0.0890477259126047,-0.2111442074527687,0.0,0.1946198296389891,not_recalibrated_full_population_unavailable
CB,obv_pass_90,z_score,0.2838207193446202,0.9387179807492068,4.0,0.9531797097192236,not_recalibrated_full_population_unavailable
CB,obv_pass_90,robust_z_score,0.28382071934462,0.938717980749205,4.0,0.9531797097192224,not_recalibrated_full_population_unavailable
CB,obv_pass_90,percentile_rank,-1.724412148881291e-16,-1.2000000000000002,0.0,0.6000000000000003,not_recalibrated_full_population_unavailable
